АЗС_CODE,ДАТА,HOUR,КОЛИЧЕСТВО
Z313,22.04.23,3,853.74
Z313,22.04.23,4,517.08
Z313,22.04.23,5,619.71
Z313,22.04.23,6,878.66
Z313,22.04.23,7,569.64
Z313,22.04.23,8,1383.21
Z313,22.04.23,9,2071.09
Z313,22.04.23,10,3098.6
Z313,22.04.23,11,3892.24
Z313,22.04.23,12,3682.45
Z313,22.04.23,13,3765.8
Z313,22.04.23,14,4527.74
Z313,22.04.23,15,3428.94
Z313,22.04.23,16,3419.65
Z313,22.04.23,17,3668.71
Z313,22.04.23,18,3913.56
Z313,22.04.23,19,4079.32
Z313,22.04.23,20,3300.49
Z313,22.04.23,21,2992.94
Z313,22.04.23,22,2987.39
Z313,22.04.23,23,3174.78
Z313,22.04.23,24,1823.11
Z313,22.04.24,1,1955.27
Z313,22.04.24,2,855.73
Z313,22.04.24,3,491.56
Z313,22.04.24,4,188.58
Z313,22.04.24,5,253.14
Z313,22.04.24,6,388.21
Z313,22.04.24,7,766.98
Z313,22.04.24,8,1804.47
Z313,22.04.24,9,2661.86
Z313,22.04.24,10,2681.4
Z313,22.04.24,11,2923.03
Z313,22.04.24,12,2566.14
Z313,22.04.24,13,3201.74
Z313,22.04.24,14,3282.66
Z313,22.04.24,15,3251.21
Z313,22.04.24,16,2990.96
Z313,22.04.24,17,3584.12
Z313,22.04.24,18,3593.86
Z313,22.04.24,19,2880.36
Z313,22.04.24,20,3146.99
Z313,22.04.24,21,3270.98
Z313,22.04.24,22,3669.59
Z313,22.04.24,23,2871.93
Z313,22.04.24,24,2184.83
Z313,22.05.22,1,2070.15
Z313,22.05.22,2,1115.22
Z313,22.05.22,3,614.98
Z313,22.05.22,4,457.51
Z313,22.05.22,5,244.34
Z313,22.05.22,6,347.91
Z313,22.05.22,7,295.99
Z313,22.05.22,8,461.85
Z313,22.05.22,9,900.97
Z313,22.05.22,10,1335.58
Z313,22.05.22,11,2106.85
Z313,22.05.22,12,2282.85
Z313,22.05.22,13,2826.98
Z313,22.05.22,14,2602.76
Z313,22.05.22,15,2986.53
Z313,22.05.22,16,2683.31
Z313,22.05.22,17,2554.4
Z313,22.05.22,18,2738.47
Z313,22.05.22,19,2786.99
Z313,22.05.22,20,2698.18
Z313,22.05.22,21,2717.79
Z313,22.05.22,22,2438.74
Z313,22.05.22,23,2164.29
Z313,22.05.22,24,1148.64
Z313,22.05.23,1,2079.8
Z313,22.05.23,2,1166.64
Z313,22.05.23,3,658.54
Z313,22.05.23,4,257.93
Z313,22.05.23,5,192.28
Z313,22.05.23,6,154.27
Z313,22.05.23,7,685.34
Z313,22.05.23,8,2178.86
Z313,22.05.23,9,2406.48
Z313,22.05.23,10,2890.88
Z313,22.05.23,11,3213.34
Z313,22.05.23,12,3269.92
Z313,22.05.23,13,3371.41
Z313,22.05.23,14,2839.31
Z313,22.05.23,15,2644.29
Z313,22.05.23,16,1007.07
Z313,22.05.23,17,3732.1
Z313,22.05.23,18,2785.04
Z313,22.05.23,19,3431.81
Z313,22.05.23,20,3172.3
Z313,22.05.23,21,3232.07
Z313,22.05.23,22,3189.31
Z313,22.05.23,23,2570.44
Z313,22.05.23,24,2015.36
Z313,22.05.24,1,1674.24
Z313,22.05.24,2,1072.59
Z313,22.05.24,3,637.63
Z313,22.05.24,4,313.02
Z313,22.05.24,5,238.44
Z313,22.05.24,6,464.87
Z313,22.05.24,7,827.55
Z313,22.05.24,8,2322.5
Z313,22.05.24,9,3712.73
Z313,22.05.24,10,3493.95
Z313,22.05.24,11,3606.69
Z313,22.05.24,12,3276.3
Z313,22.05.24,13,3322.32
Z313,22.05.24,14,3556.09
Z313,22.05.24,15,3379.36
Z313,22.05.24,16,2912.46
Z313,22.05.24,17,3337.76
Z313,22.05.24,18,3914.7
Z313,22.05.24,19,3375.69
Z313,22.05.24,20,3369.69
Z313,22.05.24,21,3468.51
Z313,22.05.24,22,3737.16
Z313,22.05.24,23,3222.68
Z313,22.05.24,24,2325.38
Z313,22.06.23,1,2134.94
Z313,22.06.23,2,917.2
Z313,22.06.23,3,718.16
Z313,22.06.23,4,223.71
Z313,22.06.23,5,182.27
Z313,22.06.23,6,275.15
Z313,22.06.23,7,821.95
Z313,22.06.23,8,1762.65
Z313,22.06.23,9,2273.15
Z313,22.06.23,10,3092.06
Z313,22.06.23,11,3182.9
Z313,22.06.23,12,3171.89
Z313,22.06.23,13,3340.5
Z313,22.06.23,14,3187.58
Z313,22.06.23,15,3120.84
Z313,22.06.23,16,3148.97
Z313,22.06.23,17,3392.58
Z313,22.06.23,18,3121.07
Z313,22.06.23,19,3152.58
Z313,22.06.23,20,3099.03
Z313,22.06.23,21,2907.97
Z313,22.06.23,22,3019.54
Z313,22.06.23,23,2827.85
Z313,22.06.23,24,2787.05
Z313,22.06.24,1,1040.39
Z313,22.06.24,2,1735.44
Z313,22.06.24,3,1036.09
Z313,22.06.24,4,615.93
Z313,22.06.24,5,708.97
Z313,22.06.24,6,484.94
Z313,22.06.24,7,575.87
Z313,22.06.24,8,1625.63
Z313,22.06.24,9,2272.68
Z313,22.06.24,10,413.03
Z313,22.06.24,11,2915.23
Z313,22.06.24,12,3683.22
Z313,22.06.24,13,4226.68
Z313,22.06.24,14,3877.36
Z313,22.06.24,15,4227.52
Z313,22.06.24,16,3912.18
Z313,22.06.24,17,3692.13
Z313,22.06.24,18,3351.48
Z313,22.06.24,19,2779.79
Z313,22.06.24,20,2939.8
Z313,22.06.24,21,2939.12
Z313,22.06.24,22,3257.89
Z313,22.06.24,23,2483.48
Z313,22.06.24,24,2287.96
Z313,22.07.23,1,1725.83
Z313,22.07.23,2,1028.4
Z313,22.07.23,3,946.66
Z313,22.07.23,4,517.33
Z313,22.07.23,5,391.93
Z313,22.07.23,6,610.01
Z313,22.07.23,7,401.75
Z313,22.07.23,8,1610.85
Z313,22.07.23,9,1532.91
Z313,22.07.23,10,2630.71
Z313,22.07.23,11,2767.88
Z313,22.07.23,12,3377.28
Z313,22.07.23,13,3526.64
Z313,22.07.23,14,3176.41
Z313,22.07.23,15,3386.38
Z313,22.07.23,16,3366.36
Z313,22.07.23,17,3056.86
Z313,22.07.23,18,3026.81
Z313,22.07.23,19,3279.04
Z313,22.07.23,20,2580.55
Z313,22.07.23,21,2664.1
Z313,22.07.23,22,3132.7
Z313,22.07.23,23,3080.07
Z313,22.07.23,24,2873.86
Z313,22.07.24,1,1939.14
Z313,22.07.24,2,803.31
Z313,22.07.24,3,574.39
Z313,22.07.24,4,442.02
Z313,22.07.24,5,256.29
Z313,22.07.24,6,583.16
Z313,22.07.24,7,858.03
Z313,22.07.24,8,1472.91
Z313,22.07.24,9,2151.42
Z313,22.07.24,10,3088.08
Z313,22.07.24,11,3313.56
Z313,22.07.24,12,3212.22
Z313,22.07.24,13,3529.29
Z313,22.07.24,14,3926.35
Z313,22.07.24,15,2960.3
Z313,22.07.24,16,3319.58
Z313,22.07.24,17,3704.26
Z313,22.07.24,18,3482.68
Z313,22.07.24,19,3924.47
Z313,22.07.24,20,3426.5
Z313,22.07.24,21,3944.08
Z313,22.07.24,22,3722.17
Z313,22.07.24,23,3688.9
Z313,22.07.24,24,2226.87
Z313,22.08.23,1,1873.18
Z313,22.08.23,2,1419.83
Z313,22.08.23,3,364.16
Z313,22.08.23,4,396.66
Z313,22.08.23,5,333.2
Z313,22.08.23,6,379.55
Z313,22.08.23,7,668.17
Z313,22.08.23,8,1634.83
Z313,22.08.23,9,2752.24
Z313,22.08.23,10,2842.43
Z313,22.08.23,11,3161.23
Z313,22.08.23,12,2955.51
Z313,22.08.23,13,3021.02
Z313,22.08.23,14,3419.46
Z313,22.08.23,15,3080.53
Z313,22.08.23,16,3849.3
Z313,22.08.23,17,2963.66
Z313,22.08.23,18,2853.92
Z313,22.08.23,19,3590.75
Z313,22.08.23,20,3507.78
Z313,22.08.23,21,3048.87
Z313,22.08.23,22,3289.68
Z313,22.08.23,23,3610.64
Z313,22.08.23,24,2495.91
Z313,22.09.22,1,1074.99
Z313,22.09.22,2,505.62
Z313,22.09.22,3,229.15
Z313,22.09.22,4,134.71
Z313,22.09.22,5,102.2
Z313,22.09.22,6,114.36
Z313,22.09.22,7,375.22
Z313,22.09.22,8,1500.54
Z313,22.09.22,9,2674.89
Z313,22.09.22,10,2328.81
Z313,22.09.22,11,1772.81
Z313,22.09.22,12,1837.41
Z313,22.09.22,13,2036.51
Z313,22.09.22,14,2604.4
Z313,22.09.22,15,2816.09
Z313,22.09.22,16,2654.02
Z313,22.09.22,17,2145.55
Z313,22.09.22,18,2704.31
Z313,22.09.22,19,2752.51
Z313,22.09.22,20,2711.01
Z313,22.09.22,21,2936.2
Z313,22.09.22,22,2997.11
Z313,22.09.22,23,2805.18
Z313,22.09.22,24,918.91
Z313,22.09.23,1,2159.46
Z313,22.09.23,2,915.83
Z313,22.09.23,3,612.69
Z313,22.09.23,4,352.7
Z313,22.09.23,5,193.39
Z313,22.09.23,6,426.85
Z313,22.09.23,7,769.38
Z313,22.09.23,8,2763.31
Z313,22.09.23,9,3612.88
Z313,22.09.23,10,3446.41
Z313,22.09.23,11,2779.1
Z313,22.09.23,12,2419.89
Z313,22.09.23,13,3748.95
Z313,22.09.23,14,1496.18
Z313,22.09.23,15,3294.81
Z313,22.09.23,16,3710.04
Z313,22.09.23,17,3753.55
Z313,22.09.23,18,3505.98
Z313,22.09.23,19,3582.05
Z313,22.09.23,20,3815.53
Z313,22.09.23,21,2843.79
Z313,22.09.23,22,2866.2
Z313,22.09.23,23,3340.13
Z313,22.09.23,24,2391.12
Z313,22.10.22,1,1956.74
Z313,22.10.22,2,1024.1
Z313,22.10.22,3,382.43
Z313,22.10.22,4,384.08
Z313,22.10.22,5,170.31
Z313,22.10.22,6,260.72
Z313,22.10.22,7,457.73
Z313,22.10.22,8,2360.89
Z313,22.10.22,9,2958.06
Z313,22.10.22,10,3369.35
Z313,22.10.22,11,2612.01
Z313,22.10.22,12,2705.11
Z313,22.10.22,13,2514.71
Z313,22.10.22,14,2918.67
Z313,22.10.22,15,3034.87
Z313,22.10.22,16,3086.74
Z313,22.10.22,17,2764.34
Z313,22.10.22,18,3571.47
Z313,22.10.22,19,3266.02
Z313,22.10.22,20,3379.76
Z313,22.10.22,21,3009.24
Z313,22.10.22,22,3078
Z313,22.10.22,23,2776.42
Z313,22.10.22,24,2381.92
Z313,22.10.23,1,1223.88
Z313,22.10.23,2,1052.99
Z313,22.10.23,3,1226.91
Z313,22.10.23,4,749.96
Z313,22.10.23,5,652.28
Z313,22.10.23,6,320.45
Z313,22.10.23,7,368.4
Z313,22.10.23,8,1102.81
Z313,22.10.23,9,1395.78
Z313,22.10.23,10,2771.49
Z313,22.10.23,11,2200.42
Z313,22.10.23,12,3212.16
Z313,22.10.23,13,3821.17
Z313,22.10.23,14,3583.75
Z313,22.10.23,15,3739.25
Z313,22.10.23,16,3557.01
Z313,22.10.23,17,3203.97
Z313,22.10.23,18,3214.84
Z313,22.10.23,19,3580.23
Z313,22.10.23,20,3419.81
Z313,22.10.23,21,2873.8
Z313,22.10.23,22,2904.3
Z313,22.10.23,23,2924.83
Z313,22.10.23,24,1869.81
Z313,22.11.22,1,1200.79
Z313,22.11.22,2,510.38
Z313,22.11.22,3,505.47
Z313,22.11.22,4,222.12
Z313,22.11.22,5,187.69
Z313,22.11.22,6,136.45
Z313,22.11.22,7,406.3
Z313,22.11.22,8,1460.81
Z313,22.11.22,9,3627.07
Z313,22.11.22,10,3437.13
Z313,22.11.22,11,2957.82
Z313,22.11.22,12,2979.28
Z313,22.11.22,13,3357.24
Z313,22.11.22,14,3158.71
Z313,22.11.22,15,3195.88
Z313,22.11.22,16,2721.76
Z313,22.11.22,17,3365.8
Z313,22.11.22,18,3879.24
Z313,22.11.22,19,2737.01
Z313,22.11.22,20,3545.95
Z313,22.11.22,21,3413.03
Z313,22.11.22,22,3250.92
Z313,22.11.22,23,3239.64
Z313,22.11.22,24,1708.83
Z313,22.11.23,1,1459.19
Z313,22.11.23,2,954.77
Z313,22.11.23,3,449.22
Z313,22.11.23,4,257.74
Z313,22.11.23,5,212.57
Z313,22.11.23,6,261.99
Z313,22.11.23,7,689.82
Z313,22.11.23,8,2329.09
Z313,22.11.23,9,3333.82
Z313,22.11.23,10,3050.17
Z313,22.11.23,11,3486.33
Z313,22.11.23,12,2240.18
Z313,22.11.23,13,2706.9
Z313,22.11.23,14,3221.25
Z313,22.11.23,15,3041.71
Z313,22.11.23,16,3137.24
Z313,22.11.23,17,3704.26
Z313,22.11.23,18,3809.67
Z313,22.11.23,19,3553.52
Z313,22.11.23,20,3735.4
Z313,22.11.23,21,3658.1
Z313,22.11.23,22,3457.17
Z313,22.11.23,23,3283.63
Z313,22.11.23,24,1906.89
Z313,22.12.22,2,190.97
Z313,22.12.22,3,725.38
Z313,22.12.22,4,375.22
Z313,22.12.22,5,344.13
Z313,22.12.22,6,235.35
Z313,22.12.22,7,626.84
Z313,22.12.22,8,1741.51
Z313,22.12.22,9,2884.29
Z313,22.12.22,10,3138.3
Z313,22.12.22,11,460.89
Z313,22.12.22,12,2977.31
Z313,22.12.22,13,3154.76
Z313,22.12.22,14,3399.6
Z313,22.12.22,15,3270.12
Z313,22.12.22,16,3195.14
Z313,22.12.22,17,3224.23
Z313,22.12.22,18,3066.91
Z313,22.12.22,19,3634.84
Z313,22.12.22,20,2949.26
Z313,22.12.22,21,3193.2
Z313,22.12.22,22,3285.75
Z313,22.12.22,23,3052.2
Z313,22.12.22,24,2338.9
Z313,22.12.23,1,3353.23
Z313,22.12.23,2,1942.3
Z313,22.12.23,3,932.18
Z313,22.12.23,4,501.28
Z313,22.12.23,5,417.87
Z313,22.12.23,6,578.26
Z313,22.12.23,7,1175.85
Z313,22.12.23,8,2590.7
Z313,22.12.23,9,3088.75
Z313,22.12.23,10,3675.45
Z313,22.12.23,11,3920.65
Z313,22.12.23,12,3723.26
Z313,22.12.23,13,4026.99
Z313,22.12.23,14,3796.99
Z313,22.12.23,15,3296.19
Z313,22.12.23,16,3485.44
Z313,22.12.23,17,3930.08
Z313,22.12.23,18,4023.26
Z313,22.12.23,19,3740.02
Z313,22.12.23,20,3980.25
Z313,22.12.23,21,3075.2
Z313,22.12.23,22,3219.32
Z313,22.12.23,23,3505.56
Z313,22.12.23,24,3083.41
Z313,23.01.22,1,1029.34
Z313,23.01.22,2,743.52
Z313,23.01.22,3,475.73
Z313,23.01.22,4,523.68
Z313,23.01.22,5,195.6
Z313,23.01.22,6,162.25
Z313,23.01.22,7,561.76
Z313,23.01.22,8,683.24
Z313,23.01.22,9,1600.75
Z313,23.01.22,10,1472.42
Z313,23.01.22,11,1655.79
Z313,23.01.22,12,2529.06
Z313,23.01.22,13,2947.55
Z313,23.01.22,14,2946.28
Z313,23.01.22,15,2740.92
Z313,23.01.22,16,2885.06
Z313,23.01.22,17,3118.85
Z313,23.01.22,18,2783
Z313,23.01.22,19,2977.58
Z313,23.01.22,20,2839.27
Z313,23.01.22,21,2828.12
Z313,23.01.22,22,2515.07
Z313,23.01.22,23,1894.93
Z313,23.01.22,24,492.88
Z313,23.01.23,1,1605.17
Z313,23.01.23,2,710.13
Z313,23.01.23,3,588.29
Z313,23.01.23,4,306.38
Z313,23.01.23,5,208.35
Z313,23.01.23,6,195.26
Z313,23.01.23,7,802.5
Z313,23.01.23,8,1402.78
Z313,23.01.23,9,3070
Z313,23.01.23,10,3314.99
Z313,23.01.23,11,3983.45
Z313,23.01.23,12,3909.79
Z313,23.01.23,13,3329.8
Z313,23.01.23,14,3139.77
Z313,23.01.23,15,3668.11
Z313,23.01.23,16,3809.4
Z313,23.01.23,17,3713.5
Z313,23.01.23,18,3477.83
Z313,23.01.23,19,4008.84
Z313,23.01.23,20,4002.48
Z313,23.01.23,21,3855.42
Z313,23.01.23,22,3354.84
Z313,23.01.23,23,3133.78
Z313,23.01.23,24,1672.61
Z313,23.01.24,1,1793.42
Z313,23.01.24,2,1417.77
Z313,23.01.24,3,676.91
Z313,23.01.24,4,194.34
Z313,23.01.24,5,154.84
Z313,23.01.24,6,373.99
Z313,23.01.24,7,748.22
Z313,23.01.24,8,2043.46
Z313,23.01.24,9,3019.18
Z313,23.01.24,10,2980.21
Z313,23.01.24,11,2805.11
Z313,23.01.24,12,3204.35
Z313,23.01.24,13,3548.98
Z313,23.01.24,14,3734.3
Z313,23.01.24,15,3430.01
Z313,23.01.24,16,3135.05
Z313,23.01.24,17,3467.43
Z313,23.01.24,18,3769.3
Z313,23.01.24,19,3474.47
Z313,23.01.24,20,3444.04
Z313,23.01.24,21,3626.05
Z313,23.01.24,22,3305.55
Z313,23.01.24,23,3776.72
Z313,23.01.24,24,2653.26
Z313,23.02.22,1,1392.9
Z313,23.02.22,2,736.43
Z313,23.02.22,3,243.73
Z313,23.02.22,4,108.13
Z313,23.02.22,5,76.5
Z313,23.02.22,6,27.01
Z313,23.02.22,7,301.88
Z313,23.02.22,8,1559.84
Z313,23.02.22,9,2846.38
Z313,23.02.22,10,2952.21
Z313,23.02.22,11,2613.38
Z313,23.02.22,12,3021.74
Z313,23.02.22,13,2962.38
Z313,23.02.22,14,2923.41
Z313,23.02.22,15,3084.45
Z313,23.02.22,16,2374.53
Z313,23.02.22,17,3640.35
Z313,23.02.22,18,3241.64
Z313,23.02.22,19,2487.27
Z313,23.02.22,20,2877.56
Z313,23.02.22,21,2878.71
Z313,23.02.22,22,2998.51
Z313,23.02.22,23,2383.57
Z313,23.02.22,24,1502.64
Z313,23.02.23,1,1846.78
Z313,23.02.23,2,489.35
Z313,23.02.23,3,433.61
Z313,23.02.23,4,359.18
Z313,23.02.23,5,76.08
Z313,23.02.23,6,528.25
Z313,23.02.23,7,613.49
Z313,23.02.23,8,1556.55
Z313,23.02.23,9,3344.34
Z313,23.02.23,10,3375.76
Z313,23.02.23,11,2927.61
Z313,23.02.23,12,3312.88
Z313,23.02.23,13,2860.3
Z313,23.02.23,14,2999.04
Z313,23.02.23,15,3205.67
Z313,23.02.23,16,3408.89
Z313,23.02.23,17,1722.48
Z313,23.02.23,18,3251.12
Z313,23.02.23,19,2594.79
Z313,23.02.23,20,3608.48
Z313,23.02.23,21,3352.63
Z313,23.02.23,22,3922.71
Z313,23.02.23,23,3703.22
Z313,23.02.23,24,1615.1
Z313,23.02.24,1,2518.09
Z313,23.02.24,2,1146.85
Z313,23.02.24,3,1307.43
Z313,23.02.24,4,572.61
Z313,23.02.24,5,334.99
Z313,23.02.24,6,387.61
Z313,23.02.24,7,786.01
Z313,23.02.24,8,2302.44
Z313,23.02.24,9,3471.24
Z313,23.02.24,10,3499.57
Z313,23.02.24,11,3632.08
Z313,23.02.24,12,3389.6
Z313,23.02.24,13,3644.76
Z313,23.02.24,14,3492.59
Z313,23.02.24,15,3445.85
Z313,23.02.24,16,3485.38
Z313,23.02.24,17,3791.05
Z313,23.02.24,18,4260.55
Z313,23.02.24,19,4037.05
Z313,23.02.24,20,3646.35
Z313,23.02.24,21,3990.11
Z313,23.02.24,22,4025.37
Z313,23.02.24,23,4117.14
Z313,23.02.24,24,3206
Z313,23.03.22,1,1205.74
Z313,23.03.22,2,561.48
Z313,23.03.22,3,403.95
Z313,23.03.22,4,301.08
Z313,23.03.22,5,212.39
Z313,23.03.22,6,124.56
Z313,23.03.22,7,330.37
Z313,23.03.22,8,580.33
Z313,23.03.22,9,1426.28
Z313,23.03.22,10,1903.64
Z313,23.03.22,11,2190.79
Z313,23.03.22,12,2419.94
Z313,23.03.22,13,2449.55
Z313,23.03.22,14,2853.27
Z313,23.03.22,15,2413.53
Z313,23.03.22,16,2414.57
Z313,23.03.22,17,2386.05
Z313,23.03.22,18,2212.76
Z313,23.03.22,19,2565.3
Z313,23.03.22,20,2344.02
Z313,23.03.22,21,2226.44
Z313,23.03.22,22,2021.29
Z313,23.03.22,23,1757.18
Z313,23.03.22,24,1094.29
Z313,23.03.23,1,1818.7
Z313,23.03.23,2,953.61
Z313,23.03.23,3,433.02
Z313,23.03.23,4,376.05
Z313,23.03.23,5,377.63
Z313,23.03.23,6,227.24
Z313,23.03.23,7,295.62
Z313,23.03.23,8,678.76
Z313,23.03.23,9,1211.95
Z313,23.03.23,10,1942.59
Z313,23.03.23,11,2870.93
Z313,23.03.23,12,2430.17
Z313,23.03.23,13,3186.58
Z313,23.03.23,14,3102.6
Z313,23.03.23,15,3401.17
Z313,23.03.23,16,3373.6
Z313,23.03.23,17,3034.2
Z313,23.03.23,18,3502.39
Z313,23.03.23,19,3235.61
Z313,23.03.23,20,1928.57
Z313,23.03.23,21,2424.5
Z313,23.03.23,22,3035.2
Z313,23.03.23,23,2371.86
Z313,23.03.23,24,1931
Z313,23.03.24,1,2360.19
Z313,23.03.24,2,1226.68
Z313,23.03.24,3,784.17
Z313,23.03.24,4,298.34
Z313,23.03.24,5,368.91
Z313,23.03.24,6,479.07
Z313,23.03.24,7,473.07
Z313,23.03.24,8,966.6
Z313,23.03.24,9,1820.69
Z313,23.03.24,10,2182.23
Z313,23.03.24,11,2477.64
Z313,23.03.24,12,2628.37
Z313,23.03.24,13,3111.93
Z313,23.03.24,14,3548.4
Z313,23.03.24,15,3360.2
Z313,23.03.24,16,3392.32
Z313,23.03.24,17,3678.79
Z313,23.03.24,18,3327.12
Z313,23.03.24,19,2045.22
Z313,23.03.24,20,2437.56
Z313,23.03.24,21,2792.43
Z313,23.03.24,22,3380.64
Z313,23.03.24,23,2925.05
Z313,23.03.24,24,1974.64
Z313,23.04.22,1,1875.35
Z313,23.04.22,2,1100.67
Z313,23.04.22,3,631.52
Z313,23.04.22,4,263.58
Z313,23.04.22,5,185.98
Z313,23.04.22,6,362.64
Z313,23.04.22,7,360.87
Z313,23.04.22,8,1244.15
Z313,23.04.22,9,2164.98
Z313,23.04.22,10,2317.38
Z313,23.04.22,11,3160.82
Z313,23.04.22,12,3538.53
Z313,23.04.22,13,2940.55
Z313,23.04.22,14,3337.65
Z313,23.04.22,15,3202
Z313,23.04.22,16,3358.44
Z313,23.04.22,17,2883.07
Z313,23.04.22,18,2965.54
Z313,23.04.22,19,3414.68
Z313,23.04.22,20,2937.67
Z313,23.04.22,21,2029.37
Z313,23.04.22,22,1852.38
Z313,23.04.22,23,1449.31
Z313,23.04.22,24,2070.18
Z313,23.04.23,1,1900.96
Z313,23.04.23,2,1182.02
Z313,23.04.23,3,841.2
Z313,23.04.23,4,836.45
Z313,23.04.23,5,297.34
Z313,23.04.23,6,282.06
Z313,23.04.23,7,676.06
Z313,23.04.23,8,953.36
Z313,23.04.23,9,1242.08
Z313,23.04.23,10,2312.45
Z313,23.04.23,11,2509.95
Z313,23.04.23,12,3557.24
Z313,23.04.23,13,3493.48
Z313,23.04.23,14,3152.09
Z313,23.04.23,15,3379.83
Z313,23.04.23,16,3449.96
Z313,23.04.23,17,3155.06
Z313,23.04.23,18,3501.93
Z313,23.04.23,19,3243.26
Z313,23.04.23,20,3519.63
Z313,23.04.23,21,3693.92
Z313,23.04.23,22,2932.11
Z313,23.04.23,23,2546.34
Z313,23.04.23,24,1388.77
Z313,23.04.24,1,1574.42
Z313,23.04.24,2,887.11
Z313,23.04.24,3,350.88
Z313,23.04.24,4,178.87
Z313,23.04.24,5,178.9
Z313,23.04.24,6,352.05
Z313,23.04.24,7,1007.71
Z313,23.04.24,8,2519.11
Z313,23.04.24,9,2331.13
Z313,23.04.24,10,3059.41
Z313,23.04.24,11,2672.23
Z313,23.04.24,12,3520.64
Z313,23.04.24,13,3181.16
Z313,23.04.24,14,3208.49
Z313,23.04.24,15,3284.31
Z313,23.04.24,16,3199.11
Z313,23.04.24,17,3600.63
Z313,23.04.24,18,3674.48
Z313,23.04.24,19,3519.14
Z313,23.04.24,20,3201.06
Z313,23.04.24,21,3512.96
Z313,23.04.24,22,3867.85
Z313,23.04.24,23,3457.81
Z313,23.04.24,24,2103.97
Z313,23.05.22,1,1476.2
Z313,23.05.22,2,592.25
Z313,23.05.22,3,511.34
Z313,23.05.22,4,187.18
Z313,23.05.22,5,141.91
Z313,23.05.22,6,117.1
Z313,23.05.22,7,653.63
Z313,23.05.22,8,2052.23
Z313,23.05.22,9,3381.19
Z313,23.05.22,10,2148.91
Z313,23.05.22,11,2640.47
Z313,23.05.22,12,2283.83
Z313,23.05.22,13,2695.23
Z313,23.05.22,14,2764.11
Z313,23.05.22,15,2444.11
Z313,23.05.22,16,2283
Z313,23.05.22,17,2796.61
Z313,23.05.22,18,2790.95
Z313,23.05.22,19,2893.01
Z313,23.05.22,20,2652.93
Z313,23.05.22,21,2734.71
Z313,23.05.22,22,2704.71
Z313,23.05.22,23,2294.75
Z313,23.05.22,24,1393.53
Z313,23.05.23,1,1598.24
Z313,23.05.23,2,994.23
Z313,23.05.23,3,516.63
Z313,23.05.23,4,259.35
Z313,23.05.23,5,213.22
Z313,23.05.23,6,182.32
Z313,23.05.23,7,611.79
Z313,23.05.23,8,1855.3
Z313,23.05.23,9,2490.01
Z313,23.05.23,10,2483.11
Z313,23.05.23,11,2722.05
Z313,23.05.23,12,2703.54
Z313,23.05.23,13,2918.45
Z313,23.05.23,14,2814.32
Z313,23.05.23,15,2863.28
Z313,23.05.23,16,2878.52
Z313,23.05.23,17,3101.24
Z313,23.05.23,18,3074.1
Z313,23.05.23,19,3321.29
Z313,23.05.23,20,3127.12
Z313,23.05.23,21,2990.93
Z313,23.05.23,22,3823.34
Z313,23.05.23,23,3009.8
Z313,23.05.23,24,1414.68
Z313,23.05.24,1,1566.84
Z313,23.05.24,2,1038.3
Z313,23.05.24,3,609.06
Z313,23.05.24,4,253.85
Z313,23.05.24,5,378.91
Z313,23.05.24,6,362.16
Z313,23.05.24,7,892.35
Z313,23.05.24,8,1956.3
Z313,23.05.24,9,3322.15
Z313,23.05.24,10,3420.88
Z313,23.05.24,11,3339.02
Z313,23.05.24,12,3719.33
Z313,23.05.24,13,2620.58
Z313,23.05.24,14,3426.29
Z313,23.05.24,15,3922.6
Z313,23.05.24,16,3775.96
Z313,23.05.24,17,3082.73
Z313,23.05.24,18,3293.78
Z313,23.05.24,19,3285.7
Z313,23.05.24,20,3172.9
Z313,23.05.24,21,3606.27
Z313,23.05.24,22,3481.03
Z313,23.05.24,23,4074.2
Z313,23.05.24,24,1971.43
Z313,23.06.23,1,2290.95
Z313,23.06.23,2,1069.09
Z313,23.06.23,3,1007.27
Z313,23.06.23,4,327.5
Z313,23.06.23,5,191.7
Z313,23.06.23,6,356.09
Z313,23.06.23,7,597.26
Z313,23.06.23,8,1625.92
Z313,23.06.23,9,2759.44
Z313,23.06.23,10,2645.79
Z313,23.06.23,11,2841.86
Z313,23.06.23,12,3147.39
Z313,23.06.23,13,3200.68
Z313,23.06.23,14,2668.02
Z313,23.06.23,15,2912.47
Z313,23.06.23,16,3269.45
Z313,23.06.23,17,3277.08
Z313,23.06.23,18,3362.4
Z313,23.06.23,19,3263.8
Z313,23.06.23,20,3297.29
Z313,23.06.23,21,3341.79
Z313,23.06.23,22,3391.26
Z313,23.06.23,23,3123.24
Z313,23.06.23,24,2688.4
Z313,23.06.24,1,1807.04
Z313,23.06.24,2,1787.11
Z313,23.06.24,3,939.49
Z313,23.06.24,4,364.7
Z313,23.06.24,5,700.95
Z313,23.06.24,6,386.35
Z313,23.06.24,7,508.87
Z313,23.06.24,8,961.71
Z313,23.06.24,9,1807.27
Z313,23.06.24,10,2317.82
Z313,23.06.24,11,2974.62
Z313,23.06.24,12,3004.37
Z313,23.06.24,13,3759.88
Z313,23.06.24,14,3519.5
Z313,23.06.24,15,3639.96
Z313,23.06.24,16,3712.42
Z313,23.06.24,17,3465.81
Z313,23.06.24,18,3440.54
Z313,23.06.24,19,3522.71
Z313,23.06.24,20,3029.22
Z313,23.06.24,21,3828.15
